,publishedAt,title,viewCount,수익(단위:$),광고개수,썸네일 얼굴,,,,,
1102,2020-03-19T03:02:08Z,[실시간]시황 어제는 맛보기였다. 본격 하락 시작,902,,,,,,,,
1530,2019-11-05T12:57:02Z,"에이비엘바이오, 이중항체는 파이프라인을 대폭 늘리는 장점이 있다. 단기LO에 강점을 가지는 에이비엘바이오와 찰떡궁합. 느낌 좋은데?",901,,,,,,,,
2021,2019-05-24T12:00:05Z,"한진칼, 리노님이 돌을 던졌나?  호가창 살펴보기",894,,,,,,,,
1573,2019-10-25T13:37:10Z,"키움실전투자대회, 단타고수란 고수는 다 들어와있던 종목(메가엠디)",881,,,,,,,,
703,2020-08-03T11:11:10Z,시세조종 '딸깍이'가 관여한 주가조작은 어떻게 이뤄지는가 #3,868,,,,,,,,
1902,2019-07-28T03:01:07Z,명성티엔에스 | 반도체 다음 일본수출규제는 2차전지? | 아직 품목 발표나지 않은 기대감 상한가 특징 | 2차 전지 핵심3요소 중 하나인 분리막,864,,,,,,,,
1502,2019-11-22T08:51:45Z,상한가를 갔던 부산주공은 왜 시간외 하한가를 가게 되었을까?,863,,,,,,,,
1047,2020-04-02T11:53:46Z,온갖 수단에도 CP금리가 잡히지 않고 상승하는 이유(부동산). 2008년 서브프라임모기지사태 금융위기가 떠오르는 건 왜 일까요,860,,,,,,,,
1096,2020-03-20T08:33:23Z,장마감 브리핑 즐거운 주말 보내세요.,858,,,,,,,,
1873,2019-08-03T23:15:48Z,"아진산업 | [호가창 고점] 매도는 위로쌓던가, 아래로던지던가 두 개 밖에 없습니다 | 화이트리스트 제외(탄소섬유)",856,,,,,,,,
471,2020-11-10T12:18:34Z,[경영권 분쟁] KMH 3강. 술래잡기? CB를 인수하자마자 매각한 이유,856,,,,,,,,
1992,2019-06-11T13:55:38Z,샘코 | 단기 5배 상승 실화?? | 급등주는 적자가 더 잘 간다!! | 마지막은 무섭게 빼는 폭락 호가창 관찰 | 제3자배정유상증자 | 아스트와 비교,845,,,,,,,,
1698,2019-09-18T12:12:43Z,"한창, 금강산 관광 재개 기대감, 거래량실린장대양봉 다음 거래량줄은음봉 다음은?!",843,,,,,,,,
226,2021-02-11T06:44:13Z,메지온 P-Value가 변동된 이유는 무엇일까?,841,,,,,,,,
1864,2019-08-07T12:08:19Z,"상상인 | 분노의 회장님이 주가방어하러 나오셨습니다. | 최대주주반대매매, 신라젠 투자손실, 메자닌 투자손실 모두 루머!!",841,,,,,,,,
1170,2020-03-03T06:14:41Z,[공매도] 디렉셔널 신한금융투자 P2P 주식대여서비스,838,,,,,,,,
1906,2019-07-23T14:08:41Z,KOSEF통안채1년 | 차트를 둘러보다가 신기한 ETF를 발견했습니다 | 알아둬서 나쁠 것 없는 통안채,836,,,,,,,,
1927,2019-07-13T09:30:19Z,신흥에스이씨 | 증권사리포트가 아닌 리포트가 있다?! | 게다가 엄청 자세하다!! | 2차전지,831,,,,,,,,
1690,2019-09-19T14:44:06Z,"주가예측으로 가기 위한 험난한 여정, LSTM AutoEncoder #2모델생성 및 예측",829,,,,,,,,
1702,2019-09-17T12:51:07Z,"헬릭스미스, first-in-class? best-in-class? 임상 결과 발표가 코앞",828,,,,,,,,
1120,2020-03-16T08:46:11Z,금리인하인데 시장이 반응을 왜 안하나요,827,,,,,,,,
1678,2019-09-22T03:32:39Z,인공지능으로 주식가격예측하기 #10 신경망 구축하기,822,,,,,,,,
503,2020-10-24T14:10:55Z,종이 필터로 추출된 커피를 마셔야 하는 이유,820,,,,,,,,
2010,2019-05-29T12:02:14Z,"국일제지, 상한가에서 -5%까지... ' 뉴스에 팔아라!'격언에 해당하는 사례, 하락호가창",817,,,,,,,,
902,2020-05-14T12:55:59Z,미연준(Fed) 파월 연설 내용은? #2,816,,,,,,,,
1101,2020-03-19T03:25:01Z,[실시간]시장상황 코스피코스닥 서킷브레이커(CB1) 발동 실시간,814,,,,,,,,
1072,2020-03-24T00:53:21Z,[SCALPING] Korea Stock Trader 셀리버리 비씨월드제약 씨젠 셀트리온헬스케어,812,,,,,,,,
799,2020-06-24T10:30:16Z,SK바이오팜 7월2일 상장합니다. 이틀간 청약경쟁률은 얼마였을까? 안분배정이란?,808,,,,,,,,
1044,2020-03-31T03:02:47Z,[SCALPING]Korea Trader|아난티|셀트리온헬스케어,796,,,,,,,,
1088,2020-03-21T08:15:52Z,삼성전자의 주력사업과 파운드리 시장,794,,,,,,,,
1890,2019-08-01T10:12:26Z,파미셀 | 종목발굴법 꿀팁공개 | 네이버인기검색순위를 관찰하는 것도 중요합니다.,783,,,,,,,,
1470,2019-12-09T11:47:57Z,"케이엠더블유, 스웨덴 기업을 미국법률로 처벌한다고?! 뇌물 1조3천억 벌금! 에릭슨",781,,,,,,,,
1930,2019-07-12T11:14:38Z,"케이엠더블유 | 실적이 가시화되는 테마주는 뭐다?? | (위닉스, 알서포트 비교) | 5G테마주 | 어닝서프라이즈",780,,,,,,,,
1955,2019-06-30T02:41:59Z,일신석재 | 내가 호가창을 보는 이유2 실전예제 | 지지선(저점)이 잡히는 걸 호가창으로 봅니다.,780,,,,,,,,
1938,2019-07-08T11:53:23Z,켐트로스 | 시장주도테마는 거래대금상위종목을 살펴보면 알 수 있습니다. | 일본수출규제테마,776,,,,,,,,
1962,2019-06-28T10:46:46Z,파세코 | 주식시장도 신상을 좋아합니다. | 반복되는 계절주 | 신일산업 비교,771,,,,,,,,
1495,2019-11-25T11:56:07Z,"빗썸거래소와 관련된 상장사들 간의 지분구조(비덴트, 버킷스튜디오, 빗썸홀딩스, 아이오케이, CB)",769,,,,,,,,
1947,2019-07-03T09:19:56Z,후성 | '우리아이가 달라졌어요' | 평소 장대양봉의 상승한계치(8%)를 가뿐히 넘어버렸습니다(17%),768,,,,,,,,
1151,2020-03-11T10:19:48Z,공매도금지종목들은 오늘 어떤 움직임을 보였을까,766,,,,,,,,
2057,2019-05-10T14:21:38Z,"동성제약, 키움실전투자대회1위 월화수목금님 종베, 췌장암 테마주",759,,,,,,,,
1034,2020-04-08T02:34:21Z,[동학유가운동] LP가 없는 시장에 개미가 왕입니다. WTI 괴리율이 점점 더 커지고 있습니다. 원유 ETF와 ETN 차이,758,,,,,,,,
470,2020-11-10T13:00:08Z,[경영권 분쟁] KMH 4강. 임시주총에서 2대주주인 키스톤PE가 승리한 이유,757,,,,,,,,
704,2020-08-03T10:00:20Z,엘리트 출신 '설계기술자'가 관여한 주가조작은 어떻게 이뤄지는가 #2,757,,,,,,,,
1518,2019-11-12T11:30:32Z,"[상한가] 에어부산,유니슨,엔시트론,한류AI센터,데일리블록체인,HDC아이콘트롤스",753,,,,,,,,
1857,2019-08-09T11:15:21Z,[상한가] 미스터블루 | 1차 저점을 잡기 어려워 보이지만 지지와저항을 안다면 가능합니다. | 에오스레드 출시 기대감,752,,,,,,,,
1843,2019-08-15T07:42:06Z,헬릭스미스 | 기대감으로 인한 주가상승 예측의 어려움과 매매적용방법,749,,,,,,,,
2096,2019-04-24T11:03:27Z,"한진칼, 시간외단일가에 지분싸움 호재발생, 키움실전투자대회 1억리그 상위자들은 종가보다 높아도 큰 금액 매수했다!! 매수타점은 차트, 호가창에만 있는 게 아니다",748,,,,,,,,
1668,2019-09-24T08:10:20Z,"헬릭스미스, 결과설명회(24일)를 브리핑해드립니다.",746,,,,,,,,
1593,2019-10-18T13:23:22Z,"윌비스, 차기 법무부장관 테마주(전해철 의원)",739,,,,,,,,
2077,2019-05-03T13:51:16Z,"에이프로젠KIC, 단타매매의 정석 느낌(손절), 키움실전투자대회1억리그 1위 월화수목금님 매매분석",736,,,,,,,,
1043,2020-04-02T00:47:53Z,"[SCALPING] Korea Stocktrader 다날, 신라젠, 케이엠더블유, 서울반도체",736,,,,,,,,
237,2021-02-04T13:12:49Z,기업과 증권사SPC 간의 TRS거래가 대출과 유사한 이유?! SK와 미래에셋대우 사례,734,,,,,,,,
994,2020-04-16T10:34:29Z,어디까지 상승할까? 상상력을 넓혀주는 영상 | 한국은행통화신용정책보고서를 보다가...,734,,,,,,,,
1703,2019-09-17T12:17:03Z,"더블유에프엠(WFM), 조국펀드의혹 주가하락에 배터리사업은 순조롭게 진행중이라면...?!",731,,,,,,,,
1462,2019-12-12T05:36:55Z,"데이터3법 국회 본회의 2019년12월13일, 데이타솔루션,오픈베이스,소프트센,세종텔레콤(블록체인)",731,,,,,,,,
2009,2019-05-31T14:03:46Z,"넥슨지티(수급단타왕), 기대감은 끝나지 않는다!! 넥슨매각 이슈와 슈팅, 단타호가창 공부하기",724,,,,,,,,
379,2020-11-26T02:51:31Z,임상시험에서 dropout의 원인을 이해하는 것이 중요한 이유와 결측치 채워넣는 방법: 정보성 결측값(informative missingness),723,,,,,,,,
1485,2019-11-29T10:00:47Z,코리아센터 어떻게네가나한테이럴수있어 센트랄모텍과의차이점,723,,,,,,,,
1494,2019-11-25T14:54:52Z,지주회사를 통한 우회상장하는 방법,716,,,,,,,,
2310,2019-02-18T13:03:00Z,"신라젠, 펙사벡 논문을 읽어보자!!",714,,,,,,,,
996,2020-04-15T23:51:21Z,"총선결과 | 미국, 항공사 250억달러 무상지원 이유는? | 원유 | MMF와 CMA",714,,,,,,,,
1487,2019-11-29T09:01:50Z,삼성전자 D램가격추이와공시,709,,,,,,,,
1971,2019-06-25T13:55:19Z,셀리드 | 증권사리포트 조회수 높아서 분석해봤습니다.,705,,,,,,,,
1981,2019-06-21T11:56:31Z,엘비세미콘 | 호가창 허매수 나왔는데 하락하지 않는 이유? | 고점에서 허매수와 저점에서 허매도,691,,,,,,,,
1542,2019-11-04T13:21:00Z,"나노메딕스, 그래핀은 6각형의 탄소 한 겹입니다. 2겹이상은 흑연입니다.",688,,,,,,,,
1010,2020-04-11T06:16:31Z,[SCALPING][상따처리][낙주매매][눌림매매]Korea Stock Trader|에스맥|삼성레버리지WTI원유선물ETN|네이처셀,688,,,,,,,,
1795,2019-09-02T10:07:21Z,"케이엠더블유 7만원도달, 슈팅구간에 접어들었습니다  대응방법은? 3분기 실적 때 2분기 실적 당시를 기억해봅니다",687,,,,,,,,
1862,2019-08-07T13:04:29Z,[상한가] 미래산업 | 반도체 소재장비를 국산화 하자 | 일본수출규제 수혜주,684,,,,,,,,
1932,2019-07-11T11:58:24Z,에어부산 | 신라젠에 이어 수직상승해버리는 당신은...| 아시아나항공 매각,680,,,,,,,,
688,2020-08-10T08:00:55Z,"[뉴스][현대차] 니콜라 창업자, ""현대차와 손잡고 싶다.""",675,,,,,,,,
1951,2019-07-01T13:26:22Z,동진쎄미켐 | 장기추세선 긋기는 의외로 잘 맞아떨어집니다. | 일본에서 건너 온 호재,672,,,,,,,,
1889,2019-08-01T10:33:15Z,남영비비안 | 폭탄돌리기 끝 | 상한가진입 호가창 비교 | 무려 7연상을 갈 뻔했던 엄청난 종목입니다.,669,,,,,,,,
2044,2019-05-13T13:28:25Z,"카페24, 차트는 급락 힌트를 준다. 우하향 종목 건드리지 말자. 기술특례 상장 재무제표 살펴보기, 대응시점 체크, 다나와와 비교, 손실을 대하는 자세, 힘내시길 바랍니다",668,,,,,,,,
1529,2019-11-05T13:28:40Z,"에이비엘바이오, 암 공격 및 면역세포 활성화를 한 번에 할 수는 없을까?",667,,,,,,,,
1012,2020-04-06T12:13:16Z,"[SCALPING] Korea Stock Trader 서울식품, 이씨에스, 레몬, 흥구석유",665,,,,,,,,
1686,2019-09-20T12:24:41Z,인공지능으로 주식가격예측하기 #3 데이터 날짜순으로 정렬하기,664,,,,,,,,
1979,2019-06-22T03:42:03Z,"고려산업 | 약속의 투매 2시50분 | 상한가 사례(줌인터넷, 로보로보) 비교",658,,,,,,,,
1685,2019-09-21T11:00:46Z,"인공지능으로 주식가격예측하기 #4 X,y데이터 나누기",655,,,,,,,,
2037,2019-05-16T13:03:28Z,"남선알미늄, 이낙연대선테마주, 돌파실패와 돌파성공 호가창 비교, 눌림타점 호가창분석",655,,,,,,,,
2300,2019-02-20T08:58:17Z,"에코프로, 자회사 상장(에코프로비엠)이 주가에 영향을 미칠까?",655,,,,,,,,
1013,2020-04-06T11:32:59Z,"[SCALPING] Korea Stock Trader 프로스테믹스, 한창제지, 셀트리온헬스케어",653,,,,,,,,
2113,2019-04-20T08:00:43Z,"사조대림과 사조해표 합병결정, 합병비율이 어느 기업에게 더 유리하게 되어 있는지를 알면 수익 볼 기회가 있다. 영진약품사례 공부.",652,,,,,,,,
2052,2019-05-11T23:15:12Z,"넷게임즈, 수급단타왕님은 수급, 호가창, 차트(지지와저항)만 보고 매매하지 않습니다 . 더 중요한 게 있습니다!!",650,,,,,,,,
2039,2019-05-16T12:20:59Z,"국일제지, 키움실전투자대회 1억리그 1위, 월화수목금님 매매분석",650,,,,,,,,
2085,2019-04-29T11:53:02Z,"국일제지, 엑사이엔씨, 이제는 너무나 예측가능해서 할 말이 없는 육감철학님 매매분석, 키움실전투자대회 1억리그 2위",646,,,,,,,,
1805,2019-08-29T11:37:54Z,체리부로 양봉갯수 많은 게 좋은이유와 양봉의 의미. 저가111과 고가111의 의미는 다르다. 기사뜨면 매도,644,,,,,,,,
1575,2019-10-25T00:49:55Z,키움실전투자대회상위자장중매매분석,642,,,,,,,,
1718,2019-09-14T10:19:59Z,"더블유에프엠(WFM), 배터리2차전지가 아니라 사교육기업이었어?!",639,,,,,,,,
1489,2019-11-19T08:32:08Z,F&F는 무슨회사길래주가가계속오를까? 외국인 수급 실화?,635,,,,,,,,
2007,2019-06-01T02:03:13Z,"RFHIC(강팔), 호가창과 기사에 매매관점까지 옅본다!!",634,,,,,,,,
1839,2019-08-16T12:07:41Z,나노메딕스 | 짐로저스 급등 다음 일본 방사능 오염수 재료 | 선반영인가? 아님 더 갈 수 있는가?,632,,,,,,,,
2069,2019-05-07T11:01:22Z,"흥구석유, 대한광통신 종가베팅, 나홀로 압도적인 1등!, 시장지수따윈 신경쓰지 않는다. 키움실전투자대회1위 월화수목금님 매매내역분석",631,,,,,,,,
1875,2019-08-03T22:28:41Z,원익IPS | 일본 화이트리스트 제외 결정 수혜주는?? | 네패스,629,,,,,,,,
1993,2019-06-11T13:33:34Z,오픈베이스 | 나무기술과 공통점은? | 순환매 | 삼성SDI 보안기술 포럼 | 클라우드 솔루션,622,,,,,,,,
1478,2019-12-03T07:31:34Z,"케이엠더블유, 기지국? 무선통신서비스? 5G대장주!",622,,,,,,,,
1682,2019-09-21T12:38:13Z,인공지능으로 주식가격예측하기 #7 train test split 두 가지 방법의 장단점,621,,,,,,,,
1537,2019-11-04T17:19:43Z,"나노메딕스, 맨체스터 대학에서도 핵 폐기물 깨끗하게 할 수 있음을 입증, 수처리 과정(물리적, 생물학적, 화학적) 설명",619,,,,,,,,
2034,2019-05-18T02:55:52Z,"엘비세미콘, 호가창 돌파실패와 돌파성공 비교",617,,,,,,,,
1650,2019-09-28T06:50:50Z,"우리손에프앤지, 보고도 믿기지 않는 고수의 매매 (저 아닙니다.)",617,,,,,,,,
1874,2019-08-03T22:51:34Z,LG디스플레이 | 대세하락장 | 대형주는 코스피 차트와 비슷한 흐름을 보입니다 | 매수의견 증권사 리포트.. 내용은 실적부진이라면 어떻게 대응?,615,,,,,,,,
1030,2020-04-08T11:45:15Z,"주식공부할 때 차트, 호가창이 아닌 뉴스기사부터 시작해야 하는 이유",615,,,,,,,,
1997,2019-06-08T02:37:03Z,백광소재 | 주식시장에서 힌트는 도처에 있다. | 발견을 못할뿐 | 생석회 방역 | 고려시멘트와 비교,614,,,,,,,,
2014,2019-05-27T14:36:16Z,"현대바이오, 차트와 호가창분석",607,,,,,,,,
1683,2019-09-21T12:13:11Z,인공지능으로 주식가격예측하기 #6 y라벨 shift하기(다음날가격이니까!),601,,,,,,,,
1138,2020-03-13T03:58:00Z,서킷브레이커란 무엇일까요,598,,,,,,,,
1514,2019-11-11T08:02:46Z,"겨울왕국2와 SMLifeDesign 주가 미리보기, 한국역대관객수1위영화와 수혜주 흐름 완벽 정리",598,,,,,,,,
1829,2019-08-19T11:00:51Z,"휠라코리아 대응방법 | 기관이 산 종목이 떨어지면 ""주가하락 과도하다. 저가매수기회!"".|  안 산 종목이 떨어지면 ""...""",597,,,,,,,,
1522,2019-10-19T04:24:48Z,한창제지 황교안 대선테마의 역사,593,,,,,,,,
1940,2019-07-08T10:29:35Z,"동진쎄미켐 | 스윙매매내역공개!! 매수관점, 홀딩관점 모두 공유드립니다. | [0606]자동일지차트",592,,,,,,,,
1175,2019-11-28T14:07:07Z,"뉴스매매, 이투데이 속보창",591,,,,,,,,
1428,2020-01-03T11:00:52Z,a? href? title? span? div? HTML tag의속성에 접근하는 방법과 tag의 데이터를 뽑는 방법(text와 string의 차이점) get(),590,,,,,,,,
2036,2019-05-18T01:09:37Z,"넥슨지티, 키움실투대회 1위 월화수목금님 종가매수",590,,,,,,,,
1717,2019-09-14T10:46:47Z,"더블유에프엠(WFM), 2년만에 339%의 높은 유동성이 55%로 줄은 이유? 이차전지 공장신설 위한 지속적 자본조달",589,,,,,,,,
1002,2020-04-13T23:41:36Z,증권사가 개미에게 대출해주는 이유|OPEC합의에도 유가 빠진 이유|라임 5월부터 상환|두산중공업 솔루스 매각 결렬,587,,,,,,,,
1967,2019-06-26T12:29:23Z,폭락예언? 폭락촉발? | 주포가 내 영상 보는 거 같습니다... | 넥슨지티와 한진칼,586,,,,,,,,
1957,2019-06-29T04:42:48Z,링크제니시스 | 하락장에 나홀로 급등하는 종목 | 삼성전자 AI... 셀바스AI는 현재??,579,,,,,,,,
2153,2019-04-13T01:42:21Z,"필룩스, 수급단타왕 라이온 매매내역 분석",572,,,,,,,,
1680,2019-09-22T02:41:45Z,인공지능으로 주식가격예측하기 #8 sequence_data 만들기,571,,,,,,,,
1908,2019-07-23T13:00:03Z,솔브레인 | 잘못된 매도리포트로 개인들은 손해 보는 불합리한 시장에도 남을 탓해서는 안 됩니다 | 자기자신의 잘못에 집중해야합니다 | 저도 피해를 입었습니다,570,,,,,,,,
2067,2019-05-07T12:13:38Z,"우리손에프앤지, 마니커 수급단타왕님 위기대응은?? 호가창, 차트 매매내역분석",564,,,,,,,,
504,2020-10-24T14:25:45Z,운동을 해야하는 과학적인 근거,563,,,,,,,,
2061,2019-05-08T12:53:26Z,"태림포장, 키움실전투자대회 압도적인 1위 월화수목금님 매매내역분석, 흥구석유도 또한번 종베",563,,,,,,,,
714,2020-07-30T05:15:04Z,"셀트리온 항체치료제 영국 1상 승인. 스파이크 단백질. 리다이렉트. 공인IP와 사설IP, 네트워크주소와 호스트주소",562,,,,,,,,
1849,2019-08-12T12:36:25Z,"케이엠더블유 | 실적발표 얼마 안 남았는데 외국인, 기관이 팔았다...| 나의 매수근거에 확신을 주는 방법",562,,,,,,,,
1583,2019-10-22T23:28:18Z,"삼성증권 유령주식, 한 건 해보려는 순간 집한채 날라가는거야",561,,,,,,,,
1369,2020-02-04T02:38:21Z,삼성전자|반도체 나는 진짜로 알고 있는가? 양자역학적으로 이해하는 반도체,560,,,,,,,,
1009,2020-04-12T03:57:35Z,[SCALPING]KODEX코스닥150선물인버스|삼성레버리지WTI원유선물ETN|에스모|한진|KODEX200선물인버스2X|비트컴퓨터|두산밥캣|다날|에스맥|올리패스|케이씨씨글라스,559,,,,,,,,
1978,2019-06-23T11:21:14Z,"카카오스탁 | 놓칠 뻔한 종목, 나만 몰랐던 시장의 주도섹터, 같은 테마의 다른 종목들을 손쉽게 찾을 수 있습니다.",558,,,,,,,,
1087,2020-03-19T00:37:18Z,Korea stock trader's very short-term trading|톱텍|레버리지|인버스,557,,,,,,,,
1520,2019-11-11T11:03:44Z,"겨울왕국2 개봉 10일전인데 벌써 예매율55%로 1위, SM Life Design 상한가",557,,,,,,,,
2140,2019-04-16T11:01:47Z,"디피씨, 주식고수 매매분석, 강팔 한경닷컴 스타워즈",551,,,,,,,,
1011,2020-04-11T05:18:44Z,[SCALPING][상따][돌파매매]Korea Stock Trader|남영비비안|녹십자랩셀|에스맥|신라젠|진양제약,551,,,,,,,,
1959,2019-06-29T03:58:03Z,내츄럴엔도텍 | 가짜백수오 사태 이후로 4년... 주가는??,550,,,,,,,,
1488,2019-11-29T04:53:57Z,유엔젤 펭수 관련주,550,,,,,,,,
2273,2019-02-24T08:57:14Z,삼성전기 2019년 실적 전망 good!! 사물인터넷 테마 가능성도 있다. 전체 시장 흐름도 같이 보자!!,548,,,,,,,,
1684,2019-09-21T11:25:33Z,인공지능으로 주식가격예측하기 #5 숫자콤마 제거하기,548,,,,,,,,
1572,2019-10-26T01:06:04Z,[키움실투대회] 돈 내고 강의 듣지 마세요. 공짜로 배우세요. 2019-10-25 9시50분,546,,,,,,,,
998,2020-04-15T07:25:27Z,"원유 ETN 괴리율이 이해가 안 돼요 | ETF는 펀드, ETN은 채권 | NAV와 IV",546,,,,,,,,
2011,2019-05-29T11:26:43Z,"코리아오토글라스(강팔), 공부내용이 많으니 꼭 보세요!! 외국인수급이 중요한 이유, 자동차관세(현대차), 블록딜(셀헬)",541,,,,,,,,
1490,2019-11-26T06:22:05Z,빅토리의189번째주식단타매매영상 KODEX코스닥150레버리지와 인버스,541,,,,,,,,
1899,2019-07-29T11:45:10Z,리드코프 | 산와머니 철수(일본보복) | 산와머니 불매운동(한국보복) | 일본수출규제의 두 가지 양상 | 호가창 고점 분석,539,,,,,,,,
1977,2019-06-24T11:14:04Z,"한진칼 | 호가창, 차트 사실 다 부차적인 겁니다... 가장 중요한 건? | 재료소멸로 제자리 돌아가는 중",538,,,,,,,,
983,2020-04-21T00:07:51Z,유가가 0달러 하락돌파도 모자라 -40달러까지 하락한 이유(돈주고 팔아야 하는 기현상),534,,,,,,,,
912,2020-05-13T15:07:34Z,"[호가창] 국동, 녹십자웰빙, 메드팩토, YBM넷, 메가엠디, 영진약품, 현대리바트, NICE평가정보, 일동제약",534,,,,,,,,
870,2020-05-28T07:52:47Z,인버스 하락 전조현상 이게 과연 우연일까? 그동안 적응해왔는데 갑자기 환경이 바뀌면 겪는 어려움. 미중무역전쟁과 홍콩보안법,534,,,,,,,,
1540,2019-11-04T15:42:49Z,"나노메딕스, 셰일가스가 성장할수록 나노메딕스의 오염수 수처리 수주가 성장한다.",532,,,,,,,,
2319,2019-02-17T01:01:49Z,"신라젠, 펙사벡 작용기전을 공부해보자",531,,,,,,,,
980,2020-04-21T10:56:18Z,"뉴스모음|마진콜과 캐시콜(브랙시트)|유가와 키움HTS|시간외신라젠하한가,아시아나상한가|두산중공업|한진칼과대한항공유상증자|5월물 만나러 갑니다",528,,,,,,,,
1988,2019-06-14T17:11:30Z,줌인터넷 | 스팩합병 | 하락장이라서인지 놀라운 급등종목이 많은 것 같다는 기분입니다,528,,,,,,,,
1991,2019-06-12T11:12:32Z,마니커 | 1200원 지지선에서 호가창 분석 | 24만주 허매도로 투매유도 | 北 돼지열병 발병 사실 첫 공개,528,,,,,,,,
2062,2019-05-08T12:34:52Z,"나무기술, 육감철학, 고수들의 리스크 관리, 5G테마주",525,,,,,,,,
1983,2019-06-20T11:27:22Z,동성제약 | 장대양봉 아닌 반등일 뿐인데 거래대금5위 | 고점에서 호가창 분석,522,,,,,,,,
1942,2019-07-04T12:45:23Z,에어부산 | 주인(산업은행)이 아니라고해도 내(투자자)가 맞다면 맞는거야 | 아시아나항공 일괄매각인가? 분리매각인가?  | (넥슨지티 비교),520,,,,,,,,
1779,2019-09-04T12:27:12Z,깡통찼습니다  안녕히계세요  그동안 고마웠습니다,517,,,,,,,,
1810,2019-08-28T12:37:56Z,후성 28일 화이트리스트시행 호재인가? 재료소멸인가? 시가돌파는 매수관점입니다,516,,,,,,,,
858,2020-06-01T10:07:03Z,셀트리온제약의 실적과 합병 | 경쟁사의 위기를 기회로 시장점유율을 높이는 전략,514,,,,,,,,
1915,2019-07-18T12:39:38Z,"솔브레인 | 쎄게 나오던 일본... 은근슬쩍 태세전환 | 일본수출규제관련주(후성, 동진쎄미켐)",514,,,,,,,,
1172,2020-03-02T07:22:04Z,imgur를 사용하여 간편하게 이미지를 웹에 올리고 가져다 쓰기,513,,,,,,,,
1516,2019-11-12T15:22:46Z,"애경산업 中광군제 매출 371% 증가, 아시아나 인수전엔 실패했지만 중국 화장품 판매에선 성공했다!",512,,,,,,,,
1865,2019-08-07T10:59:06Z,[상한가] 화천기계 | 조국테마주와 화이트리스트제외 수혜주 | 강력한 테마가 2개나?!,507,,,,,,,,
1091,2020-03-18T00:41:46Z,Korea stock trader's very short-term trading|피씨엘|미코,506,,,,,,,,
1901,2019-07-29T10:47:57Z,"램테크놀러지 | 같은 테마 내의 종목간 상승률과 시가총액 간의 관계를 비교해드립니다. | 일본수출규제 불화수소 테마(후성, 솔브레인)",506,,,,,,,,
1359,2020-02-11T06:43:53Z,[실화]정부가 1년치 예산으로 복권을 샀다. 결과는?,502,,,,,,,,
1176,2020-02-24T05:45:52Z,[python] quick sort 알고리즘,501,,,,,,,,
978,2020-04-21T23:27:43Z,아침뉴스 | Fed의 monetary policy 세가지 중 우리가 잘 모르는 두가지,500,,,,,,,,
2003,2019-06-02T03:11:20Z,"엘비세미콘, 방탄소년단(BTS) 해외공연 수익은?? 실적이 받쳐주는 테마주를 매매하자!! (키이스트, 디피씨와 비교)",499,,,,,,,,
1003,2020-04-13T11:40:00Z,코오롱 완전쩜상|인보사|채안펀드 있지만 회사채는 살얼음판|수출꺾임|실업급여,498,,,,,,,,
1980,2019-06-21T12:20:25Z,한진칼 | 재료소멸로 하락하는 호가창 분석 | 재료소멸에 절대로 물타기하지마세요!! | 델타항공 백기사 등장,497,,,,,,,,
1533,2019-11-05T10:22:46Z,"리드, 스포츠서울 작전주의 기억, 마지막엔 횡령배임 발생 후 거래정지",496,,,,,,,,
2413,2018-11-12T09:54:36Z,빅토리의167번째주식단타매매영상 모나리자,494,,,,,,,,
2018,2019-05-26T03:06:02Z,"신일산업, 가는 종목의 특징: 갭상승하락조정시가를돌파하는상승, 폭염, 여름 선풍기 계절주",489,,,,,,,,
1085,2020-03-22T03:07:39Z,공매도 잘 알려지지 않은 구체적인 예외사항과 궁금증을 해결합니다.,487,,,,,,,,
1803,2019-08-29T12:13:00Z,미스터블루 투매심리는 하한가갈거같은공포감입니다  에오스레드 출시가 다가오는데 매도시점은,485,,,,,,,,
1911,2019-07-20T02:06:45Z,아진산업 | 상한가 다음날 매도호가창은?? | 윗꼬리음봉을 조심하세요!!,484,,,,,,,,
1707,2019-09-16T11:44:29Z,"아난티, 호가 잡아먹고 받치는 물량이 빠르게 안 채워지면 고점징후입니다.",481,,,,,,,,
2220,2019-03-29T14:14:47Z,수급단타왕 라이온 매매내역 디피씨,480,,,,,,,,
1161,2020-03-10T01:09:16Z,"[무음]시황, 잠 못 드는 밤이었습니다. 미국시장 -7% 실화인가요?",479,,,,,,,,
2326,2019-02-16T06:20:12Z,"파인텍, 폴더블폰 테마주였지만 유상증자로 인해 혼자 다른 길로 들어서다.",478,,,,,,,,
1880,2019-08-03T08:35:14Z,컴퍼니케이 | 영화도 반일영화다!! | 봉오동전투 기대감 | 대응방법은??,476,,,,,,,,
1910,2019-07-21T01:17:54Z,나이스정보통신 | VAN? PG? | 테마를 타고 급등하는 종목이 있는 반면 조용히 꾸준히 상승하는 종목이 있습니다,476,,,,,,,,
988,2020-04-19T08:41:37Z,미중 전쟁은 11년도 오바마 시절에도 있었는데 트럼프 현재와 매우 비슷합니다.,476,,,,,,,,
1907,2019-07-23T21:13:05Z,부방 | 추세전환은 언제 일어났다고 볼 수 있을까요,474,,,,,,,,
2136,2019-04-16T11:13:34Z,"현대바이오, 수급단타왕 라이온 매매내역 분석",473,,,,,,,,
1697,2019-09-18T12:34:48Z,"이글벳과 체시스, 돼지열병 확산 우려, 진정한 대장주는 쩜상따위 풀리지 않습니다.",473,,,,,,,,
